search_id,user_id,session_id,timestamp,search_term,device_type,search_source,results_returned,search_results,search_time_taken,clicked_result,clicked_result_name,conversion
1156,2777,874511,2025-01-09 01:24:59.421222,water bottle,Mobile,Homepage,False,[],2.38,False,,False
1157,3593,762620,2025-01-20 11:11:54.421222,socks,Tablet,Homepage,False,[],1.27,False,,False
1158,4110,595082,2025-02-01 09:35:53.421222,mouse,Mobile,Category Page,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",1.64,True,Logitech MX Master 3,False
1159,2289,687152,2025-01-20 03:26:13.421222,headphones,Desktop,Homepage,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",3.38,True,Sennheiser Momentum 4,False
1160,1796,846661,2025-01-20 13:04:36.421222,phone case,Mobile,Homepage,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",0.97,False,,False
1161,6435,281524,2025-01-09 18:14:46.421222,mouse,Tablet,Product Page,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",2.7,True,SteelSeries Rival 5,False
1162,5310,672822,2025-01-15 03:53:15.421222,smartphone,Desktop,Category Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",1.88,True,iPhone 15,False
1163,3480,170673,2025-01-22 12:23:16.421222,smartphone,Desktop,Product Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",0.89,True,Samsung Galaxy S24,False
1164,3891,421519,2025-01-20 13:57:11.421222,laptop,Desktop,Product Page,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",1.86,True,HP Spectre x360,False
1165,9504,73578,2025-01-12 13:34:07.421222,dresses,Mobile,Product Page,False,[],0.31,False,,False
1166,4116,112632,2025-01-29 08:37:44.421222,wireless earbuds,Tablet,Product Page,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",2.58,True,AirPods Pro,False
1167,5976,78526,2025-01-13 16:05:59.421222,water bottle,Mobile,Category Page,False,[],3.06,False,,False
1168,6793,125037,2025-01-23 14:24:11.421222,smartphone,Tablet,Product Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",1.9,False,,False
1169,8354,126616,2025-01-22 09:49:03.421222,headphones,Tablet,Category Page,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",1.13,True,Sony WH-1000XM5,False
1170,8506,294262,2025-01-14 02:51:53.421222,dresses,Mobile,Category Page,False,[],2.31,False,,False
1171,1482,747498,2025-01-29 11:55:20.421222,phone case,Desktop,Category Page,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",2.75,False,,False
1172,9872,172960,2025-01-05 19:00:34.421222,shoes,Tablet,Product Page,False,[],3.24,False,,False
1173,4653,216062,2025-01-27 21:47:45.421222,smartphone,Mobile,Homepage,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",0.55,False,,False
1174,3589,838544,2025-02-02 12:46:24.421222,laptop,Mobile,Category Page,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",1.79,True,HP Spectre x360,False
1175,2121,583480,2025-01-26 00:25:56.421222,shoes,Mobile,Product Page,False,[],0.53,False,,False
1176,6662,983108,2025-01-14 20:43:57.421222,dresses,Mobile,Homepage,False,[],1.6,False,,False
1177,3456,312897,2025-01-22 06:56:57.421222,headphones,Desktop,Homepage,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",1.29,True,Bose 700,False
1178,7544,856285,2025-01-06 02:42:26.421222,external hard drive,Desktop,Product Page,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",2.43,True,Samsung T7,False
1179,8285,986488,2025-01-10 15:10:31.421222,smartphone,Mobile,Product Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",3.04,True,iPhone 15,True
1180,4853,254652,2025-01-28 13:41:07.421222,dresses,Mobile,Product Page,False,[],2.58,False,,False
1181,3712,572205,2025-01-25 11:31:44.421222,wireless earbuds,Desktop,Homepage,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",1.23,True,Bose QuietComfort Earbuds,True
1182,9800,926344,2025-01-19 03:58:06.421222,shoes,Tablet,Product Page,False,[],2.7,False,,False
1183,6059,776460,2025-02-02 05:08:49.421222,dresses,Desktop,Category Page,False,[],2.01,False,,False
1184,6959,160947,2025-01-21 02:41:20.421222,shoes,Desktop,Category Page,False,[],1.19,False,,False
1185,4046,819473,2025-01-13 19:10:48.421222,external hard drive,Tablet,Product Page,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",2.96,True,Samsung T7,False
1186,2238,431579,2025-01-12 22:49:31.421222,dresses,Mobile,Product Page,False,[],1.88,False,,False
1187,7385,302475,2025-01-10 17:18:06.421222,coffee mug,Tablet,Category Page,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",1.18,False,,False
1188,8322,774832,2025-01-22 15:52:48.421222,dresses,Desktop,Product Page,False,[],0.6,False,,False
1189,7162,216482,2025-01-24 01:13:51.421222,wireless earbuds,Tablet,Homepage,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",0.3,True,Bose QuietComfort Earbuds,False
1190,6847,135413,2025-01-05 14:50:25.421222,gaming chair,Mobile,Category Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",2.58,False,,False
1191,1086,681540,2025-01-24 22:59:11.421222,gaming chair,Mobile,Category Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",1.03,True,Razer Iskur,False
1192,4635,478782,2025-01-26 11:10:38.421222,external hard drive,Tablet,Product Page,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",1.23,True,Samsung T7,False
1193,1715,257515,2025-01-22 21:08:42.421222,coffee mug,Desktop,Category Page,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",0.75,False,,False
1194,9672,977103,2025-01-25 14:28:14.421222,water bottle,Mobile,Homepage,False,[],1.2,False,,False
1195,6860,173476,2025-01-30 23:38:39.421222,external hard drive,Tablet,Category Page,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",1.06,True,Seagate 2TB,False
1196,4231,799299,2025-01-20 21:32:23.421222,headphones,Desktop,Product Page,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",1.5,True,Sennheiser Momentum 4,False
1197,1571,873005,2025-02-02 20:27:46.421222,keyboard,Desktop,Category Page,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",2.06,True,Corsair K95,False
1198,7255,164189,2025-01-07 06:39:35.421222,coffee mug,Tablet,Homepage,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",3.05,True,Ceramic Mug,True
1199,8500,602900,2025-01-28 13:00:12.421222,socks,Mobile,Category Page,False,[],2.8,False,,False
1200,7320,837989,2025-01-16 13:04:20.421222,smartphone,Mobile,Category Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",3.15,True,iPhone 15,True
1201,5950,111835,2025-01-18 19:42:57.421222,coffee mug,Desktop,Category Page,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",0.89,True,Ceramic Mug,True
1202,2374,753498,2025-01-19 15:54:51.421222,gaming chair,Desktop,Product Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",0.83,False,,False
1203,3180,783729,2025-02-01 01:04:00.421222,shoes,Desktop,Homepage,False,[],2.66,False,,False
1204,7361,594376,2025-01-14 04:42:45.421222,wireless earbuds,Desktop,Category Page,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",3.1,True,Sony WF-1000XM4,False
1205,1990,989821,2025-01-07 08:32:12.421222,dresses,Mobile,Category Page,False,[],2.08,False,,False
1206,7351,559678,2025-01-08 22:48:53.421222,gaming chair,Tablet,Product Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",3.5,True,DXRacer,False
1207,6461,277674,2025-02-03 20:04:29.421222,gaming chair,Tablet,Category Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",1.71,True,Razer Iskur,False
1208,4341,821112,2025-01-28 20:51:26.421222,gaming chair,Tablet,Homepage,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",0.64,False,,False
1209,5029,70274,2025-02-02 01:14:02.421222,smartphone,Mobile,Product Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",1.25,True,Samsung Galaxy S24,True
1210,9228,87017,2025-01-09 23:55:58.421222,wireless earbuds,Desktop,Category Page,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",2.64,True,AirPods Pro,False
1211,7654,696751,2025-01-24 16:36:16.421222,smartphone,Mobile,Category Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",1.85,False,,False
1212,5503,359737,2025-01-31 00:58:14.421222,shoes,Tablet,Product Page,False,[],0.77,False,,False
1213,1441,285417,2025-01-17 01:11:10.421222,water bottle,Desktop,Homepage,False,[],3.2,False,,False
1214,3335,179171,2025-01-31 10:31:41.421222,dresses,Tablet,Homepage,False,[],2.51,False,,False
1215,7367,481484,2025-01-17 10:08:36.421222,shoes,Mobile,Category Page,False,[],3.17,False,,False
1216,3225,438918,2025-01-24 21:16:36.421222,coffee mug,Tablet,Homepage,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",2.36,True,Travel Mug,False
1217,6274,941450,2025-01-28 18:26:21.421222,phone case,Mobile,Homepage,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",0.25,True,OtterBox Defender,False
1218,1862,839906,2025-01-30 13:12:22.421222,smartphone,Tablet,Product Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",0.59,True,Samsung Galaxy S24,False
1219,4810,576551,2025-01-26 20:20:12.421222,gaming chair,Desktop,Product Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",2.55,False,,False
1220,9521,54485,2025-01-06 03:03:13.421222,phone case,Mobile,Category Page,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",1.31,True,Apple Silicone Case,False
1221,2295,123124,2025-01-13 03:29:31.421222,shoes,Tablet,Category Page,False,[],1.89,False,,False
1222,9001,723145,2025-01-19 21:43:48.421222,water bottle,Mobile,Product Page,False,[],0.35,False,,False
1223,7287,837257,2025-01-13 10:40:38.421222,water bottle,Tablet,Product Page,False,[],0.25,False,,False
1224,1925,390152,2025-01-27 13:34:42.421222,external hard drive,Desktop,Category Page,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",1.0,True,WD My Passport,False
1225,8749,479881,2025-01-27 18:11:29.421222,external hard drive,Mobile,Homepage,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",0.33,True,WD My Passport,False
1226,4382,722896,2025-01-16 06:48:28.421222,laptop,Mobile,Product Page,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",1.44,False,,False
1227,6275,430723,2025-01-14 17:00:11.421222,smartphone,Desktop,Category Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",2.66,True,Google Pixel 8,False
1228,8396,450456,2025-01-26 11:37:54.421222,socks,Desktop,Product Page,False,[],2.31,False,,False
1229,7437,610625,2025-01-29 08:04:23.421222,dresses,Desktop,Category Page,False,[],1.57,False,,False
1230,6729,896973,2025-01-30 11:21:01.421222,phone case,Tablet,Homepage,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",0.77,True,OtterBox Defender,True
1231,2002,734470,2025-01-14 03:23:50.421222,mouse,Mobile,Homepage,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",2.43,True,Razer DeathAdder,False
1232,4257,106941,2025-01-20 05:02:39.421222,mouse,Mobile,Category Page,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",2.66,True,Logitech MX Master 3,True
1233,6109,867745,2025-01-08 12:23:57.421222,smartphone,Desktop,Category Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",0.23,True,Google Pixel 8,True
1234,3463,919050,2025-01-20 07:24:48.421222,socks,Tablet,Category Page,False,[],1.92,False,,False
1235,4305,116765,2025-01-07 00:46:18.421222,phone case,Desktop,Homepage,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",2.18,True,Apple Silicone Case,False
1236,2864,630842,2025-01-29 12:54:08.421222,gaming chair,Tablet,Homepage,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",0.49,True,Razer Iskur,False
1237,5512,333601,2025-01-11 05:04:40.421222,phone case,Mobile,Homepage,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",0.71,False,,False
1238,7254,662879,2025-01-11 20:31:11.421222,external hard drive,Tablet,Homepage,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",2.04,True,Seagate 2TB,False
1239,1339,781926,2025-01-06 16:06:55.421222,keyboard,Desktop,Product Page,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",2.39,True,Logitech MX Keys,False
1240,4506,323199,2025-01-26 09:55:36.421222,laptop,Desktop,Product Page,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",0.25,True,MacBook Air,False
1241,6716,829891,2025-01-28 09:11:37.421222,gaming chair,Tablet,Homepage,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",1.56,True,Razer Iskur,False
1242,8036,589527,2025-01-31 14:10:51.421222,wireless earbuds,Mobile,Homepage,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",0.28,False,,False
1243,4534,669283,2025-01-12 08:43:29.421222,mouse,Desktop,Homepage,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",3.26,True,Razer DeathAdder,False
1244,4683,314141,2025-02-04 10:06:21.421222,wireless earbuds,Desktop,Product Page,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",2.11,True,AirPods Pro,False
1245,5365,765749,2025-01-30 21:37:05.421222,coffee mug,Tablet,Homepage,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",3.42,True,Ceramic Mug,False
1246,4726,597206,2025-01-05 11:12:14.421222,laptop,Mobile,Homepage,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",1.3,True,Dell XPS 13,False
1247,1929,211192,2025-01-05 12:24:01.421222,shoes,Tablet,Product Page,False,[],2.13,False,,False
1248,6636,875222,2025-01-10 21:37:03.421222,headphones,Tablet,Category Page,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",2.32,False,,False
1249,4029,479186,2025-01-23 22:37:44.421222,shoes,Tablet,Homepage,False,[],2.7,False,,False
1250,5852,452615,2025-01-26 13:00:16.421222,dresses,Mobile,Product Page,False,[],1.79,False,,False
1251,2956,583250,2025-01-10 23:58:44.421222,coffee mug,Desktop,Product Page,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",0.76,False,,False
1252,9312,418530,2025-01-19 12:08:47.421222,external hard drive,Desktop,Homepage,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",0.94,True,Seagate 2TB,False
1253,5022,631313,2025-01-21 22:59:21.421222,shoes,Tablet,Homepage,False,[],3.41,False,,False
1254,6047,236524,2025-01-07 06:07:10.421222,shoes,Mobile,Product Page,False,[],2.61,False,,False
1255,4812,780271,2025-01-28 00:19:45.421222,laptop,Tablet,Homepage,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",2.53,True,Dell XPS 13,False
1256,4875,828123,2025-01-16 20:50:19.421222,wireless earbuds,Mobile,Category Page,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",2.18,False,,False
1257,9729,446970,2025-01-31 08:10:50.421222,gaming chair,Tablet,Product Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",2.13,True,Secretlab Titan,False
1258,5865,543392,2025-01-22 15:58:23.421222,laptop,Mobile,Homepage,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",0.87,True,Dell XPS 13,False
1259,5820,511986,2025-02-02 23:16:27.421222,external hard drive,Desktop,Product Page,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",2.57,True,Seagate 2TB,False
1260,3651,267042,2025-02-03 19:44:45.421222,shoes,Tablet,Product Page,False,[],0.31,False,,False
1261,3067,883197,2025-01-09 04:18:13.421222,keyboard,Mobile,Product Page,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",1.05,True,Corsair K95,False
1262,8011,269616,2025-02-02 22:33:11.421222,phone case,Tablet,Product Page,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",2.44,True,OtterBox Defender,False
1263,3782,817388,2025-01-19 19:48:43.421222,shoes,Tablet,Homepage,False,[],3.04,False,,False
1264,9656,868407,2025-01-11 09:19:08.421222,wireless earbuds,Mobile,Homepage,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",2.67,True,AirPods Pro,False
1265,9447,310446,2025-01-25 18:41:00.421222,headphones,Tablet,Category Page,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",2.55,True,Sony WH-1000XM5,False
1266,2885,782849,2025-02-03 06:35:18.421222,external hard drive,Desktop,Category Page,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",0.27,True,WD My Passport,False
1267,4774,265230,2025-01-17 08:43:04.421222,wireless earbuds,Mobile,Homepage,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",1.0,True,Sony WF-1000XM4,False
1268,9454,445726,2025-01-31 01:32:42.421222,mouse,Tablet,Category Page,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",0.48,True,Logitech MX Master 3,True
1269,8481,668275,2025-01-17 20:46:36.421222,dresses,Mobile,Product Page,False,[],2.09,False,,False
1270,8881,50914,2025-02-01 18:42:03.421222,dresses,Tablet,Category Page,False,[],1.11,False,,False
1271,2934,781875,2025-01-22 11:35:46.421222,smartphone,Mobile,Product Page,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",3.44,True,Samsung Galaxy S24,True
1272,3365,252463,2025-02-02 21:26:10.421222,keyboard,Mobile,Product Page,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",2.07,False,,False
1273,9939,402170,2025-01-20 01:50:53.421222,headphones,Tablet,Category Page,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",2.68,True,Bose 700,False
1274,9250,777820,2025-01-14 16:25:46.421222,gaming chair,Mobile,Homepage,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",1.54,False,,False
1275,9579,659198,2025-01-07 12:03:02.421222,socks,Mobile,Category Page,False,[],1.93,False,,False
1276,1869,343538,2025-01-31 03:49:38.421222,gaming chair,Mobile,Homepage,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",1.77,True,Secretlab Titan,True
1277,2014,849996,2025-02-01 15:56:22.421222,shoes,Desktop,Product Page,False,[],0.89,False,,False
1278,3845,778035,2025-01-15 07:08:28.421222,mouse,Mobile,Product Page,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",3.31,False,,False
1279,3132,825474,2025-01-17 04:30:30.421222,headphones,Desktop,Category Page,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",2.37,True,Sennheiser Momentum 4,False
1280,1925,595106,2025-01-31 11:52:19.421222,mouse,Tablet,Product Page,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",1.55,False,,False
1281,8385,560233,2025-01-20 04:06:35.421222,mouse,Mobile,Homepage,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",3.4,False,,False
1282,1580,63873,2025-01-14 03:00:09.421222,keyboard,Desktop,Category Page,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",0.58,False,,False
1283,9390,814771,2025-01-11 09:14:57.421222,keyboard,Mobile,Product Page,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",1.58,False,,False
1284,1019,507439,2025-01-31 12:38:19.421222,laptop,Desktop,Category Page,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",3.08,False,,False
1285,1578,142284,2025-02-03 10:11:21.421222,keyboard,Desktop,Homepage,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",1.41,False,,False
1286,9322,408408,2025-01-12 15:00:09.421222,phone case,Tablet,Product Page,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",1.52,True,Spigen Tough Armor,False
1287,7280,321866,2025-01-12 14:24:22.421222,socks,Tablet,Product Page,False,[],0.79,False,,False
1288,5219,261749,2025-01-13 11:39:35.421222,phone case,Desktop,Category Page,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",0.83,True,Spigen Tough Armor,False
1289,3652,409669,2025-01-10 01:08:34.421222,shoes,Tablet,Product Page,False,[],2.95,False,,False
1290,7310,712097,2025-01-27 01:07:28.421222,phone case,Tablet,Category Page,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",1.92,True,Spigen Tough Armor,False
1291,7562,642898,2025-02-01 05:59:46.421222,coffee mug,Mobile,Product Page,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",0.71,True,Insulated Mug,False
1292,6877,112266,2025-01-26 07:21:45.421222,keyboard,Tablet,Category Page,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",1.74,True,Razer BlackWidow,False
1293,9501,56800,2025-01-09 13:30:45.421222,gaming chair,Tablet,Category Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",2.5,True,Razer Iskur,False
1294,2638,422761,2025-01-24 14:04:33.421222,smartphone,Tablet,Homepage,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",2.88,False,,False
1295,1700,266377,2025-02-02 07:18:13.421222,gaming chair,Mobile,Homepage,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",2.2,True,Secretlab Titan,True
1296,7956,338737,2025-01-24 18:09:28.421222,gaming chair,Desktop,Homepage,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",0.71,True,DXRacer,True
1297,1558,860153,2025-01-05 13:13:01.421222,shoes,Mobile,Category Page,False,[],1.0,False,,False
1298,4521,233976,2025-02-01 18:25:19.421222,headphones,Mobile,Category Page,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",1.25,True,Sony WH-1000XM5,True
1299,6769,672129,2025-01-23 19:16:24.421222,water bottle,Tablet,Product Page,False,[],2.82,False,,False
1300,9868,884243,2025-01-17 07:25:13.421222,laptop,Mobile,Product Page,True,"['Dell XPS 13', 'MacBook Air', 'HP Spectre x360']",1.61,True,HP Spectre x360,False
1301,7549,236695,2025-01-22 03:31:24.421222,water bottle,Tablet,Homepage,False,[],1.88,False,,False
1302,3540,575622,2025-01-18 14:31:09.421222,coffee mug,Mobile,Homepage,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",2.61,False,,False
1303,1185,354950,2025-01-30 23:02:17.421222,coffee mug,Mobile,Product Page,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",2.84,True,Ceramic Mug,True
1304,1242,547590,2025-01-31 02:24:32.421222,wireless earbuds,Desktop,Category Page,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",0.52,True,Bose QuietComfort Earbuds,True
1305,4230,770158,2025-01-20 11:56:11.421222,gaming chair,Mobile,Category Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",2.0,False,,False
1306,1988,485574,2025-01-07 04:01:44.421222,mouse,Mobile,Product Page,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",2.75,True,Razer DeathAdder,False
1307,6358,416406,2025-01-16 14:08:05.421222,coffee mug,Desktop,Product Page,True,"['Ceramic Mug', 'Travel Mug', 'Insulated Mug']",0.72,True,Travel Mug,False
1308,6917,770531,2025-01-30 09:06:52.421222,mouse,Desktop,Homepage,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",0.66,False,,False
1309,9268,926812,2025-01-09 00:00:19.421222,mouse,Tablet,Homepage,True,"['Logitech MX Master 3', 'Razer DeathAdder', 'SteelSeries Rival 5']",3.21,False,,False
1310,4846,303458,2025-01-28 21:39:18.421222,phone case,Tablet,Category Page,True,"['OtterBox Defender', 'Spigen Tough Armor', 'Apple Silicone Case']",1.41,True,Spigen Tough Armor,False
1311,6753,541968,2025-01-16 11:35:33.421222,external hard drive,Desktop,Homepage,True,"['Seagate 2TB', 'WD My Passport', 'Samsung T7']",2.34,True,WD My Passport,True
1312,5633,254014,2025-01-28 19:50:38.421222,water bottle,Desktop,Category Page,False,[],1.31,False,,False
1313,4846,765313,2025-01-26 13:59:32.421222,headphones,Tablet,Homepage,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",1.43,True,Bose 700,False
1314,8291,236068,2025-01-05 19:21:37.421222,water bottle,Desktop,Homepage,False,[],0.32,False,,False
1315,9953,738027,2025-01-31 17:38:41.421222,keyboard,Tablet,Product Page,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",0.29,True,Razer BlackWidow,False
1316,4363,575260,2025-01-24 00:57:19.421222,headphones,Desktop,Homepage,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",2.27,False,,False
1317,1196,419985,2025-01-09 06:02:10.421222,shoes,Desktop,Product Page,False,[],1.05,False,,False
1318,8219,731224,2025-01-08 17:47:10.421222,wireless earbuds,Tablet,Product Page,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",0.81,True,Sony WF-1000XM4,False
1319,3085,180100,2025-01-26 03:13:15.421222,gaming chair,Tablet,Category Page,True,"['DXRacer', 'Secretlab Titan', 'Razer Iskur']",3.34,True,Secretlab Titan,False
1320,3785,79499,2025-01-07 20:42:36.421222,smartphone,Desktop,Homepage,True,"['iPhone 15', 'Samsung Galaxy S24', 'Google Pixel 8']",1.28,False,,False
1321,2696,271741,2025-02-03 16:28:28.421222,dresses,Mobile,Product Page,False,[],0.97,False,,False
1322,7210,613588,2025-02-01 20:41:13.421222,wireless earbuds,Mobile,Category Page,True,"['AirPods Pro', 'Sony WF-1000XM4', 'Bose QuietComfort Earbuds']",1.08,True,Bose QuietComfort Earbuds,False
1323,7259,502315,2025-01-09 11:13:50.421222,shoes,Tablet,Category Page,False,[],2.27,False,,False
1324,6181,176262,2025-01-09 07:32:21.421222,socks,Tablet,Homepage,False,[],1.7,False,,False
1325,6091,75709,2025-01-16 01:49:39.421222,keyboard,Mobile,Homepage,True,"['Logitech MX Keys', 'Razer BlackWidow', 'Corsair K95']",2.96,True,Corsair K95,False
1326,2375,239075,2025-02-04 00:34:50.421222,water bottle,Mobile,Product Page,False,[],1.2,False,,False
1327,4124,102434,2025-01-13 21:34:57.421222,dresses,Desktop,Category Page,False,[],1.17,False,,False
1328,9508,842192,2025-01-27 13:50:38.421222,headphones,Tablet,Category Page,True,"['Sony WH-1000XM5', 'Bose 700', 'Sennheiser Momentum 4']",2.15,True,Bose 700,False
